starttime	seconds	ctime	dtime	ttime	wait
Sat Feb 03 23:26:53 2024	1706982113	0	283	283	281
Sat Feb 03 23:26:53 2024	1706982113	0	283	283	282
Sat Feb 03 23:26:54 2024	1706982114	0	283	283	281
Sat Feb 03 23:26:50 2024	1706982110	3	281	283	279
Sat Feb 03 23:26:54 2024	1706982114	1	283	284	281
Sat Feb 03 23:26:54 2024	1706982114	0	284	284	283
Sat Feb 03 23:26:52 2024	1706982112	0	285	285	284
Sat Feb 03 23:26:54 2024	1706982114	0	285	285	284
Sat Feb 03 23:26:52 2024	1706982112	0	285	285	283
Sat Feb 03 23:26:54 2024	1706982114	0	286	286	281
Sat Feb 03 23:26:52 2024	1706982112	0	286	286	285
Sat Feb 03 23:26:53 2024	1706982113	0	287	287	285
Sat Feb 03 23:26:53 2024	1706982113	0	287	287	282
Sat Feb 03 23:26:53 2024	1706982113	0	288	288	283
Sat Feb 03 23:26:52 2024	1706982112	0	289	289	286
Sat Feb 03 23:26:54 2024	1706982114	0	290	290	289
Sat Feb 03 23:26:54 2024	1706982114	0	291	291	290
Sat Feb 03 23:26:54 2024	1706982114	0	291	291	291
Sat Feb 03 23:26:54 2024	1706982114	0	292	292	288
Sat Feb 03 23:26:53 2024	1706982113	0	292	292	286
Sat Feb 03 23:26:53 2024	1706982113	0	294	294	292
Sat Feb 03 23:26:54 2024	1706982114	0	294	295	293
Sat Feb 03 23:26:53 2024	1706982113	0	295	295	294
Sat Feb 03 23:26:54 2024	1706982114	0	295	295	290
Sat Feb 03 23:26:55 2024	1706982115	0	295	295	295
Sat Feb 03 23:26:52 2024	1706982112	0	295	296	294
Sat Feb 03 23:26:53 2024	1706982113	0	296	296	294
Sat Feb 03 23:26:50 2024	1706982110	4	292	296	291
Sat Feb 03 23:26:54 2024	1706982114	0	296	296	294
Sat Feb 03 23:26:54 2024	1706982114	0	296	296	292
Sat Feb 03 23:26:52 2024	1706982112	0	297	297	295
Sat Feb 03 23:26:54 2024	1706982114	0	297	297	296
Sat Feb 03 23:26:53 2024	1706982113	0	298	298	295
Sat Feb 03 23:26:54 2024	1706982114	0	299	299	296
Sat Feb 03 23:26:54 2024	1706982114	0	299	299	297
Sat Feb 03 23:26:54 2024	1706982114	0	299	299	297
Sat Feb 03 23:26:54 2024	1706982114	0	299	299	297
Sat Feb 03 23:26:52 2024	1706982112	0	299	299	291
Sat Feb 03 23:26:53 2024	1706982113	0	299	300	298
Sat Feb 03 23:26:53 2024	1706982113	0	300	300	299
Sat Feb 03 23:26:53 2024	1706982113	0	300	301	299
Sat Feb 03 23:26:52 2024	1706982112	0	301	302	295
Sat Feb 03 23:26:52 2024	1706982112	0	302	302	300
Sat Feb 03 23:26:53 2024	1706982113	0	302	302	300
Sat Feb 03 23:26:53 2024	1706982113	0	303	303	303
Sat Feb 03 23:26:54 2024	1706982114	0	303	304	301
Sat Feb 03 23:26:53 2024	1706982113	0	304	304	298
Sat Feb 03 23:26:54 2024	1706982114	0	304	304	303
Sat Feb 03 23:26:54 2024	1706982114	0	305	305	303
Sat Feb 03 23:26:54 2024	1706982114	0	305	305	303
Sat Feb 03 23:26:54 2024	1706982114	0	305	305	305
Sat Feb 03 23:26:54 2024	1706982114	0	305	305	300
Sat Feb 03 23:26:53 2024	1706982113	0	305	305	303
Sat Feb 03 23:26:54 2024	1706982114	0	306	306	305
Sat Feb 03 23:26:54 2024	1706982114	0	306	306	303
Sat Feb 03 23:26:53 2024	1706982113	0	307	307	305
Sat Feb 03 23:26:53 2024	1706982113	0	307	307	305
Sat Feb 03 23:26:54 2024	1706982114	0	307	307	305
Sat Feb 03 23:26:53 2024	1706982113	0	307	307	306
Sat Feb 03 23:26:54 2024	1706982114	0	307	307	306
Sat Feb 03 23:26:53 2024	1706982113	0	307	308	306
Sat Feb 03 23:26:54 2024	1706982114	0	308	308	304
Sat Feb 03 23:26:54 2024	1706982114	0	309	309	304
Sat Feb 03 23:26:54 2024	1706982114	0	309	309	307
Sat Feb 03 23:26:54 2024	1706982114	0	309	309	306
Sat Feb 03 23:26:54 2024	1706982114	0	310	311	310
Sat Feb 03 23:26:53 2024	1706982113	0	311	311	309
Sat Feb 03 23:26:54 2024	1706982114	0	311	311	310
Sat Feb 03 23:26:53 2024	1706982113	0	312	312	307
Sat Feb 03 23:26:54 2024	1706982114	0	313	313	312
Sat Feb 03 23:26:54 2024	1706982114	0	313	314	312
Sat Feb 03 23:26:54 2024	1706982114	0	314	314	312
Sat Feb 03 23:26:54 2024	1706982114	0	314	314	313
Sat Feb 03 23:26:54 2024	1706982114	0	315	315	313
Sat Feb 03 23:26:53 2024	1706982113	0	315	315	304
Sat Feb 03 23:26:54 2024	1706982114	0	316	316	316
Sat Feb 03 23:26:54 2024	1706982114	0	316	316	315
Sat Feb 03 23:26:54 2024	1706982114	0	317	317	315
Sat Feb 03 23:26:52 2024	1706982112	0	316	317	316
Sat Feb 03 23:26:53 2024	1706982113	0	317	317	315
Sat Feb 03 23:26:53 2024	1706982113	0	318	318	315
Sat Feb 03 23:26:53 2024	1706982113	0	318	318	317
Sat Feb 03 23:26:54 2024	1706982114	0	319	319	316
Sat Feb 03 23:26:54 2024	1706982114	0	319	319	317
Sat Feb 03 23:26:54 2024	1706982114	0	321	321	320
Sat Feb 03 23:26:54 2024	1706982114	0	321	321	49
Sat Feb 03 23:26:53 2024	1706982113	0	321	321	319
Sat Feb 03 23:26:54 2024	1706982114	0	321	322	319
Sat Feb 03 23:26:54 2024	1706982114	0	322	322	321
Sat Feb 03 23:26:50 2024	1706982110	4	318	322	317
Sat Feb 03 23:26:54 2024	1706982114	0	322	322	320
Sat Feb 03 23:26:54 2024	1706982114	0	322	323	321
Sat Feb 03 23:26:54 2024	1706982114	0	323	323	321
Sat Feb 03 23:26:52 2024	1706982112	0	323	323	68
Sat Feb 03 23:26:54 2024	1706982114	0	324	324	322
Sat Feb 03 23:26:53 2024	1706982113	0	324	324	323
Sat Feb 03 23:26:52 2024	1706982112	0	325	325	323
Sat Feb 03 23:26:50 2024	1706982110	5	320	325	319
Sat Feb 03 23:26:54 2024	1706982114	0	325	325	324
Sat Feb 03 23:26:54 2024	1706982114	0	325	326	323
Sat Feb 03 23:26:53 2024	1706982113	0	326	326	323
Sat Feb 03 23:26:54 2024	1706982114	0	327	327	327
Sat Feb 03 23:26:50 2024	1706982110	3	325	328	323
Sat Feb 03 23:26:50 2024	1706982110	0	328	328	327
Sat Feb 03 23:26:54 2024	1706982114	0	329	329	329
Sat Feb 03 23:26:52 2024	1706982112	0	330	330	329
Sat Feb 03 23:26:54 2024	1706982114	0	330	330	326
Sat Feb 03 23:26:54 2024	1706982114	0	330	330	329
Sat Feb 03 23:26:54 2024	1706982114	0	331	331	330
Sat Feb 03 23:26:54 2024	1706982114	0	331	331	329
Sat Feb 03 23:26:52 2024	1706982112	0	331	331	330
Sat Feb 03 23:26:54 2024	1706982114	0	331	331	330
Sat Feb 03 23:26:52 2024	1706982112	0	332	332	331
Sat Feb 03 23:26:54 2024	1706982114	0	332	332	328
Sat Feb 03 23:26:54 2024	1706982114	0	332	332	331
Sat Feb 03 23:26:54 2024	1706982114	0	332	333	330
Sat Feb 03 23:26:54 2024	1706982114	0	335	335	333
Sat Feb 03 23:26:53 2024	1706982113	0	335	335	334
Sat Feb 03 23:26:52 2024	1706982112	0	336	336	335
Sat Feb 03 23:26:54 2024	1706982114	0	336	336	334
Sat Feb 03 23:26:54 2024	1706982114	0	337	337	334
Sat Feb 03 23:26:54 2024	1706982114	0	337	338	334
Sat Feb 03 23:26:52 2024	1706982112	0	338	338	333
Sat Feb 03 23:26:54 2024	1706982114	0	338	338	335
Sat Feb 03 23:26:54 2024	1706982114	0	338	338	337
Sat Feb 03 23:26:54 2024	1706982114	0	338	338	337
Sat Feb 03 23:26:52 2024	1706982112	0	338	338	337
Sat Feb 03 23:26:54 2024	1706982114	0	338	338	337
Sat Feb 03 23:26:54 2024	1706982114	0	338	339	335
Sat Feb 03 23:26:54 2024	1706982114	0	339	339	338
Sat Feb 03 23:26:54 2024	1706982114	0	340	340	339
Sat Feb 03 23:26:53 2024	1706982113	0	341	341	339
Sat Feb 03 23:26:53 2024	1706982113	0	341	341	337
Sat Feb 03 23:26:53 2024	1706982113	0	341	341	335
Sat Feb 03 23:26:53 2024	1706982113	0	342	342	333
Sat Feb 03 23:26:53 2024	1706982113	0	342	342	337
Sat Feb 03 23:26:52 2024	1706982112	0	344	344	344
Sat Feb 03 23:26:54 2024	1706982114	0	345	345	343
Sat Feb 03 23:26:52 2024	1706982112	0	345	345	344
Sat Feb 03 23:26:50 2024	1706982110	0	345	345	344
Sat Feb 03 23:26:52 2024	1706982112	0	345	346	345
Sat Feb 03 23:26:54 2024	1706982114	0	346	346	345
Sat Feb 03 23:26:54 2024	1706982114	0	346	346	344
Sat Feb 03 23:26:54 2024	1706982114	0	347	347	346
Sat Feb 03 23:26:53 2024	1706982113	0	347	347	345
Sat Feb 03 23:26:50 2024	1706982110	4	344	347	343
Sat Feb 03 23:26:54 2024	1706982114	0	347	348	347
Sat Feb 03 23:26:53 2024	1706982113	0	348	348	345
Sat Feb 03 23:26:53 2024	1706982113	0	348	348	345
Sat Feb 03 23:26:54 2024	1706982114	0	349	349	349
Sat Feb 03 23:26:53 2024	1706982113	0	349	349	345
Sat Feb 03 23:26:54 2024	1706982114	0	349	349	348
Sat Feb 03 23:26:53 2024	1706982113	0	350	350	346
Sat Feb 03 23:26:53 2024	1706982113	0	350	350	350
Sat Feb 03 23:26:52 2024	1706982112	0	351	351	350
Sat Feb 03 23:26:53 2024	1706982113	0	351	352	344
Sat Feb 03 23:26:53 2024	1706982113	0	352	352	350
Sat Feb 03 23:26:54 2024	1706982114	0	352	352	351
Sat Feb 03 23:26:54 2024	1706982114	0	352	352	351
Sat Feb 03 23:26:52 2024	1706982112	0	352	352	349
Sat Feb 03 23:26:50 2024	1706982110	5	348	353	347
Sat Feb 03 23:26:52 2024	1706982112	0	354	354	353
Sat Feb 03 23:26:53 2024	1706982113	0	355	355	352
Sat Feb 03 23:26:51 2024	1706982111	0	355	355	355
Sat Feb 03 23:26:53 2024	1706982113	0	356	356	355
Sat Feb 03 23:26:54 2024	1706982114	0	356	356	355
Sat Feb 03 23:26:51 2024	1706982111	0	356	356	356
Sat Feb 03 23:26:53 2024	1706982113	0	357	357	355
Sat Feb 03 23:26:53 2024	1706982113	0	357	357	355
Sat Feb 03 23:26:54 2024	1706982114	0	358	358	355
Sat Feb 03 23:26:54 2024	1706982114	1	360	361	357
Sat Feb 03 23:26:50 2024	1706982110	0	361	361	360
Sat Feb 03 23:26:54 2024	1706982114	0	362	362	361
Sat Feb 03 23:26:54 2024	1706982114	0	362	363	361
Sat Feb 03 23:26:52 2024	1706982112	0	363	363	361
Sat Feb 03 23:26:52 2024	1706982112	0	363	363	362
Sat Feb 03 23:26:54 2024	1706982114	0	363	363	362
Sat Feb 03 23:26:54 2024	1706982114	0	364	364	363
Sat Feb 03 23:26:53 2024	1706982113	0	364	364	351
Sat Feb 03 23:26:50 2024	1706982110	4	361	365	361
Sat Feb 03 23:26:54 2024	1706982114	0	365	365	362
Sat Feb 03 23:26:54 2024	1706982114	0	366	366	363
Sat Feb 03 23:26:53 2024	1706982113	0	366	366	365
Sat Feb 03 23:26:54 2024	1706982114	0	366	366	365
Sat Feb 03 23:26:52 2024	1706982112	0	366	367	362
Sat Feb 03 23:26:52 2024	1706982112	0	367	367	365
Sat Feb 03 23:26:54 2024	1706982114	0	367	367	56
Sat Feb 03 23:26:52 2024	1706982112	0	367	367	367
Sat Feb 03 23:26:53 2024	1706982113	0	368	368	365
Sat Feb 03 23:26:54 2024	1706982114	0	369	369	368
Sat Feb 03 23:26:53 2024	1706982113	0	369	369	366
Sat Feb 03 23:26:52 2024	1706982112	0	369	369	368
Sat Feb 03 23:26:52 2024	1706982112	0	370	370	365
Sat Feb 03 23:26:54 2024	1706982114	0	370	370	368
Sat Feb 03 23:26:50 2024	1706982110	4	366	370	365
Sat Feb 03 23:26:54 2024	1706982114	0	372	372	371
Sat Feb 03 23:26:52 2024	1706982112	0	372	372	370
Sat Feb 03 23:26:53 2024	1706982113	0	372	372	72
Sat Feb 03 23:26:51 2024	1706982111	0	373	373	372
Sat Feb 03 23:26:54 2024	1706982114	0	373	373	372
Sat Feb 03 23:26:50 2024	1706982110	0	373	373	372
Sat Feb 03 23:26:50 2024	1706982110	5	368	374	367
Sat Feb 03 23:26:52 2024	1706982112	0	374	374	373
Sat Feb 03 23:26:54 2024	1706982114	0	374	374	374
Sat Feb 03 23:26:54 2024	1706982114	0	374	375	373
Sat Feb 03 23:26:54 2024	1706982114	0	374	375	372
Sat Feb 03 23:26:54 2024	1706982114	0	375	375	375
Sat Feb 03 23:26:54 2024	1706982114	0	375	375	374
Sat Feb 03 23:26:53 2024	1706982113	0	376	376	372
Sat Feb 03 23:26:53 2024	1706982113	0	377	377	375
Sat Feb 03 23:26:52 2024	1706982112	0	378	378	377
Sat Feb 03 23:26:50 2024	1706982110	0	380	380	379
Sat Feb 03 23:26:52 2024	1706982112	0	381	381	380
Sat Feb 03 23:26:53 2024	1706982113	0	381	381	373
Sat Feb 03 23:26:50 2024	1706982110	0	381	381	380
Sat Feb 03 23:26:52 2024	1706982112	0	381	381	380
Sat Feb 03 23:26:53 2024	1706982113	0	382	383	374
Sat Feb 03 23:26:52 2024	1706982112	0	383	383	381
Sat Feb 03 23:26:50 2024	1706982110	4	379	383	378
Sat Feb 03 23:26:54 2024	1706982114	0	384	384	381
Sat Feb 03 23:26:50 2024	1706982110	4	380	384	379
Sat Feb 03 23:26:54 2024	1706982114	0	384	385	383
Sat Feb 03 23:26:52 2024	1706982112	0	387	387	385
Sat Feb 03 23:26:52 2024	1706982112	0	387	387	387
Sat Feb 03 23:26:52 2024	1706982112	0	387	388	386
Sat Feb 03 23:26:54 2024	1706982114	0	388	389	388
Sat Feb 03 23:26:50 2024	1706982110	3	387	390	386
Sat Feb 03 23:26:54 2024	1706982114	0	390	390	389
Sat Feb 03 23:26:54 2024	1706982114	0	391	391	390
Sat Feb 03 23:26:52 2024	1706982112	0	392	392	390
Sat Feb 03 23:26:52 2024	1706982112	0	392	392	390
Sat Feb 03 23:26:53 2024	1706982113	0	393	393	238
Sat Feb 03 23:26:54 2024	1706982114	0	393	393	392
Sat Feb 03 23:26:53 2024	1706982113	0	393	393	392
Sat Feb 03 23:26:51 2024	1706982111	0	393	393	392
Sat Feb 03 23:26:52 2024	1706982112	0	394	394	390
Sat Feb 03 23:26:52 2024	1706982112	0	394	394	393
Sat Feb 03 23:26:53 2024	1706982113	0	394	394	390
Sat Feb 03 23:26:54 2024	1706982114	0	394	394	390
Sat Feb 03 23:26:52 2024	1706982112	0	396	396	394
Sat Feb 03 23:26:54 2024	1706982114	0	397	397	394
Sat Feb 03 23:26:52 2024	1706982112	0	397	397	395
Sat Feb 03 23:26:53 2024	1706982113	0	396	397	395
Sat Feb 03 23:26:53 2024	1706982113	0	397	397	396
Sat Feb 03 23:26:53 2024	1706982113	0	397	397	395
Sat Feb 03 23:26:54 2024	1706982114	0	398	398	397
Sat Feb 03 23:26:52 2024	1706982112	0	398	398	390
Sat Feb 03 23:26:52 2024	1706982112	0	399	399	398
Sat Feb 03 23:26:52 2024	1706982112	0	399	400	397
Sat Feb 03 23:26:52 2024	1706982112	0	400	400	399
Sat Feb 03 23:26:54 2024	1706982114	1	400	401	399
Sat Feb 03 23:26:54 2024	1706982114	0	401	401	401
Sat Feb 03 23:26:52 2024	1706982112	0	401	401	401
Sat Feb 03 23:26:50 2024	1706982110	0	402	402	401
Sat Feb 03 23:26:51 2024	1706982111	0	403	403	403
Sat Feb 03 23:26:53 2024	1706982113	0	403	404	402
Sat Feb 03 23:26:54 2024	1706982114	0	404	404	403
Sat Feb 03 23:26:54 2024	1706982114	0	404	404	403
Sat Feb 03 23:26:53 2024	1706982113	0	406	406	405
Sat Feb 03 23:26:51 2024	1706982111	0	406	406	404
Sat Feb 03 23:26:51 2024	1706982111	0	407	407	406
Sat Feb 03 23:26:50 2024	1706982110	0	408	408	400
Sat Feb 03 23:26:52 2024	1706982112	0	408	408	407
Sat Feb 03 23:26:52 2024	1706982112	0	408	408	407
Sat Feb 03 23:26:54 2024	1706982114	0	408	409	406
Sat Feb 03 23:26:51 2024	1706982111	0	409	409	407
Sat Feb 03 23:26:53 2024	1706982113	0	409	409	71
Sat Feb 03 23:26:54 2024	1706982114	0	409	409	407
Sat Feb 03 23:26:53 2024	1706982113	0	412	412	404
Sat Feb 03 23:26:54 2024	1706982114	0	412	412	410
Sat Feb 03 23:26:51 2024	1706982111	0	413	413	412
Sat Feb 03 23:26:52 2024	1706982112	0	413	413	412
Sat Feb 03 23:26:53 2024	1706982113	0	413	413	77
Sat Feb 03 23:26:53 2024	1706982113	0	414	414	411
Sat Feb 03 23:26:53 2024	1706982113	0	415	415	414
Sat Feb 03 23:26:52 2024	1706982112	0	415	415	415
Sat Feb 03 23:26:51 2024	1706982111	0	416	416	415
Sat Feb 03 23:26:51 2024	1706982111	0	416	416	415
Sat Feb 03 23:26:52 2024	1706982112	0	416	416	414
Sat Feb 03 23:26:53 2024	1706982113	0	416	416	415
Sat Feb 03 23:26:53 2024	1706982113	0	416	417	415
Sat Feb 03 23:26:50 2024	1706982110	0	417	417	413
Sat Feb 03 23:26:53 2024	1706982113	0	417	417	416
Sat Feb 03 23:26:52 2024	1706982112	0	417	418	416
Sat Feb 03 23:26:50 2024	1706982110	3	414	418	414
Sat Feb 03 23:26:53 2024	1706982113	0	418	418	415
Sat Feb 03 23:26:54 2024	1706982114	0	418	418	416
Sat Feb 03 23:26:54 2024	1706982114	0	418	418	418
Sat Feb 03 23:26:53 2024	1706982113	0	419	419	415
Sat Feb 03 23:26:53 2024	1706982113	0	419	419	417
Sat Feb 03 23:26:52 2024	1706982112	0	420	420	417
Sat Feb 03 23:26:52 2024	1706982112	0	422	422	419
Sat Feb 03 23:26:54 2024	1706982114	0	422	422	418
Sat Feb 03 23:26:52 2024	1706982112	0	422	422	419
Sat Feb 03 23:26:51 2024	1706982111	0	422	422	421
Sat Feb 03 23:26:51 2024	1706982111	0	423	423	422
Sat Feb 03 23:26:54 2024	1706982114	0	424	424	421
Sat Feb 03 23:26:51 2024	1706982111	0	424	424	423
Sat Feb 03 23:26:54 2024	1706982114	0	424	425	422
Sat Feb 03 23:26:53 2024	1706982113	0	424	425	423
Sat Feb 03 23:26:52 2024	1706982112	0	425	425	424
Sat Feb 03 23:26:54 2024	1706982114	0	425	425	423
Sat Feb 03 23:26:52 2024	1706982112	0	425	425	425
Sat Feb 03 23:26:52 2024	1706982112	0	426	426	422
Sat Feb 03 23:26:52 2024	1706982112	0	426	426	425
Sat Feb 03 23:26:54 2024	1706982114	0	427	427	424
Sat Feb 03 23:26:54 2024	1706982114	0	428	428	427
Sat Feb 03 23:26:52 2024	1706982112	0	428	428	425
Sat Feb 03 23:26:54 2024	1706982114	0	428	428	428
Sat Feb 03 23:26:54 2024	1706982114	0	429	430	427
Sat Feb 03 23:26:52 2024	1706982112	0	430	430	426
Sat Feb 03 23:26:53 2024	1706982113	0	430	430	427
Sat Feb 03 23:26:52 2024	1706982112	0	431	431	428
Sat Feb 03 23:26:50 2024	1706982110	4	428	431	424
Sat Feb 03 23:26:54 2024	1706982114	0	431	431	430
Sat Feb 03 23:26:51 2024	1706982111	0	432	432	432
Sat Feb 03 23:26:53 2024	1706982113	0	433	433	430
Sat Feb 03 23:26:54 2024	1706982114	0	433	433	431
Sat Feb 03 23:26:51 2024	1706982111	0	434	434	433
Sat Feb 03 23:26:50 2024	1706982110	3	431	434	431
Sat Feb 03 23:26:53 2024	1706982113	0	434	434	433
Sat Feb 03 23:26:52 2024	1706982112	0	435	435	435
Sat Feb 03 23:26:52 2024	1706982112	0	436	436	433
Sat Feb 03 23:26:50 2024	1706982110	4	433	437	432
Sat Feb 03 23:26:52 2024	1706982112	0	439	439	437
Sat Feb 03 23:26:51 2024	1706982111	0	440	440	440
Sat Feb 03 23:26:51 2024	1706982111	0	442	442	441
Sat Feb 03 23:26:53 2024	1706982113	0	443	443	439
Sat Feb 03 23:26:53 2024	1706982113	0	444	444	441
Sat Feb 03 23:26:51 2024	1706982111	0	444	444	443
Sat Feb 03 23:26:52 2024	1706982112	0	444	444	441
Sat Feb 03 23:26:53 2024	1706982113	0	444	444	53
Sat Feb 03 23:26:53 2024	1706982113	0	445	445	442
Sat Feb 03 23:26:52 2024	1706982112	0	445	445	444
Sat Feb 03 23:26:51 2024	1706982111	0	445	445	444
Sat Feb 03 23:26:53 2024	1706982113	0	446	447	446
Sat Feb 03 23:26:54 2024	1706982114	0	448	448	447
Sat Feb 03 23:26:51 2024	1706982111	0	450	450	449
Sat Feb 03 23:26:52 2024	1706982112	0	450	450	448
Sat Feb 03 23:26:52 2024	1706982112	0	450	450	447
Sat Feb 03 23:26:52 2024	1706982112	0	450	450	449
Sat Feb 03 23:26:52 2024	1706982112	0	452	452	449
Sat Feb 03 23:26:51 2024	1706982111	0	452	452	450
Sat Feb 03 23:26:54 2024	1706982114	0	453	453	450
Sat Feb 03 23:26:53 2024	1706982113	0	453	453	453
Sat Feb 03 23:26:54 2024	1706982114	0	456	456	455
Sat Feb 03 23:26:54 2024	1706982114	0	456	456	455
Sat Feb 03 23:26:52 2024	1706982112	0	456	456	454
Sat Feb 03 23:26:53 2024	1706982113	0	456	456	456
Sat Feb 03 23:26:54 2024	1706982114	0	457	457	454
Sat Feb 03 23:26:52 2024	1706982112	0	458	458	454
Sat Feb 03 23:26:51 2024	1706982111	0	458	458	457
Sat Feb 03 23:26:52 2024	1706982112	0	459	459	456
Sat Feb 03 23:26:52 2024	1706982112	0	459	460	457
Sat Feb 03 23:26:52 2024	1706982112	0	460	460	459
Sat Feb 03 23:26:52 2024	1706982112	0	460	460	459
Sat Feb 03 23:26:54 2024	1706982114	0	460	460	458
Sat Feb 03 23:26:52 2024	1706982112	0	461	461	460
Sat Feb 03 23:26:51 2024	1706982111	0	462	462	461
Sat Feb 03 23:26:52 2024	1706982112	3	460	463	459
Sat Feb 03 23:26:54 2024	1706982114	0	463	463	456
Sat Feb 03 23:26:52 2024	1706982112	0	463	463	462
Sat Feb 03 23:26:52 2024	1706982112	0	464	464	463
Sat Feb 03 23:26:52 2024	1706982112	0	464	465	459
Sat Feb 03 23:26:52 2024	1706982112	0	465	465	464
Sat Feb 03 23:26:53 2024	1706982113	0	465	465	463
Sat Feb 03 23:26:51 2024	1706982111	0	466	466	464
Sat Feb 03 23:26:54 2024	1706982114	0	465	466	381
Sat Feb 03 23:26:52 2024	1706982112	0	467	467	466
Sat Feb 03 23:26:51 2024	1706982111	0	467	467	464
Sat Feb 03 23:26:53 2024	1706982113	0	471	471	469
Sat Feb 03 23:26:51 2024	1706982111	0	472	472	469
Sat Feb 03 23:26:52 2024	1706982112	0	472	472	470
Sat Feb 03 23:26:51 2024	1706982111	0	472	472	471
Sat Feb 03 23:26:52 2024	1706982112	0	472	472	469
Sat Feb 03 23:26:51 2024	1706982111	0	473	473	472
Sat Feb 03 23:26:50 2024	1706982110	3	472	474	471
Sat Feb 03 23:26:51 2024	1706982111	0	476	476	475
Sat Feb 03 23:26:51 2024	1706982111	0	480	480	479
Sat Feb 03 23:26:54 2024	1706982114	0	480	481	480
Sat Feb 03 23:26:50 2024	1706982110	5	476	481	475
Sat Feb 03 23:26:52 2024	1706982112	0	481	481	479
Sat Feb 03 23:26:52 2024	1706982112	0	482	482	480
Sat Feb 03 23:26:52 2024	1706982112	0	483	483	481
Sat Feb 03 23:26:52 2024	1706982112	0	484	484	483
Sat Feb 03 23:26:51 2024	1706982111	0	485	485	484
Sat Feb 03 23:26:53 2024	1706982113	0	485	485	483
Sat Feb 03 23:26:53 2024	1706982113	0	486	486	485
Sat Feb 03 23:26:53 2024	1706982113	0	487	487	485
Sat Feb 03 23:26:51 2024	1706982111	0	487	488	487
Sat Feb 03 23:26:50 2024	1706982110	0	488	488	487
Sat Feb 03 23:26:50 2024	1706982110	4	486	491	486
Sat Feb 03 23:26:53 2024	1706982113	0	491	491	489
Sat Feb 03 23:26:52 2024	1706982112	0	494	494	494
Sat Feb 03 23:26:51 2024	1706982111	0	495	495	494
Sat Feb 03 23:26:54 2024	1706982114	0	496	496	494
Sat Feb 03 23:26:52 2024	1706982112	0	496	497	494
Sat Feb 03 23:26:51 2024	1706982111	0	499	499	499
Sat Feb 03 23:26:51 2024	1706982111	0	501	501	486
Sat Feb 03 23:26:51 2024	1706982111	0	501	501	500
Sat Feb 03 23:26:52 2024	1706982112	0	503	503	501
Sat Feb 03 23:26:54 2024	1706982114	0	505	505	503
Sat Feb 03 23:26:50 2024	1706982110	3	503	507	502
Sat Feb 03 23:26:54 2024	1706982114	0	509	509	507
Sat Feb 03 23:26:51 2024	1706982111	0	510	510	509
Sat Feb 03 23:26:51 2024	1706982111	0	510	510	510
Sat Feb 03 23:26:50 2024	1706982110	0	512	512	511
Sat Feb 03 23:26:51 2024	1706982111	0	513	513	512
Sat Feb 03 23:26:51 2024	1706982111	0	513	513	512
Sat Feb 03 23:26:53 2024	1706982113	0	516	516	515
Sat Feb 03 23:26:50 2024	1706982110	0	516	516	516
Sat Feb 03 23:26:52 2024	1706982112	0	517	517	511
Sat Feb 03 23:26:50 2024	1706982110	5	513	517	512
Sat Feb 03 23:26:51 2024	1706982111	0	520	520	519
Sat Feb 03 23:26:50 2024	1706982110	0	520	520	519
Sat Feb 03 23:26:51 2024	1706982111	0	520	520	520
Sat Feb 03 23:26:50 2024	1706982110	0	521	521	44
Sat Feb 03 23:26:50 2024	1706982110	4	518	521	517
Sat Feb 03 23:26:51 2024	1706982111	0	522	522	521
Sat Feb 03 23:26:51 2024	1706982111	0	523	523	522
Sat Feb 03 23:26:50 2024	1706982110	0	524	524	523
Sat Feb 03 23:26:53 2024	1706982113	0	526	526	525
Sat Feb 03 23:26:53 2024	1706982113	0	527	527	526
Sat Feb 03 23:26:50 2024	1706982110	0	527	527	527
Sat Feb 03 23:26:50 2024	1706982110	0	529	529	529
Sat Feb 03 23:26:52 2024	1706982112	0	531	532	530
Sat Feb 03 23:26:50 2024	1706982110	0	532	532	531
Sat Feb 03 23:26:53 2024	1706982113	0	532	532	531
Sat Feb 03 23:26:51 2024	1706982111	0	533	533	532
Sat Feb 03 23:26:52 2024	1706982112	0	534	534	533
Sat Feb 03 23:26:51 2024	1706982111	0	535	535	534
Sat Feb 03 23:26:54 2024	1706982114	0	535	535	534
Sat Feb 03 23:26:50 2024	1706982110	0	536	536	535
Sat Feb 03 23:26:52 2024	1706982112	0	536	536	530
Sat Feb 03 23:26:51 2024	1706982111	0	538	538	537
Sat Feb 03 23:26:51 2024	1706982111	0	538	538	538
Sat Feb 03 23:26:51 2024	1706982111	0	541	541	540
Sat Feb 03 23:26:51 2024	1706982111	0	544	544	543
Sat Feb 03 23:26:54 2024	1706982114	1	544	545	542
Sat Feb 03 23:26:51 2024	1706982111	0	547	547	546
Sat Feb 03 23:26:51 2024	1706982111	0	547	547	546
Sat Feb 03 23:26:51 2024	1706982111	0	548	548	547
Sat Feb 03 23:26:50 2024	1706982110	3	545	548	545
Sat Feb 03 23:26:54 2024	1706982114	0	554	554	552
Sat Feb 03 23:26:53 2024	1706982113	0	555	555	553
Sat Feb 03 23:26:53 2024	1706982113	0	555	555	248
Sat Feb 03 23:26:51 2024	1706982111	0	557	557	556
Sat Feb 03 23:26:51 2024	1706982111	0	559	559	558
Sat Feb 03 23:26:53 2024	1706982113	0	559	560	557
Sat Feb 03 23:26:53 2024	1706982113	0	561	561	558
